"rules","support","confidence","lift","count"
"{1081006,5003005,5005001,9057006} => {5005003}",1.19701822759506e-05,0.857142857142857,2483.46242774566,12
"{1081006,1081090,5003005,5005001,9057006} => {5005003}",1.19701822759506e-05,0.857142857142857,2483.46242774566,12
"{1081006,5003005,5005001} => {5005003}",2.49378797415638e-05,0.78125,2263.57252528902,25
"{1081090,5003005,5005001} => {5005003}",2.29428493622387e-05,0.766666666666667,2221.31917148362,23
"{5003005,5005001} => {5005003}",4.8878244293465e-05,0.765625,2218.30107478324,49
"{1081090,5003005,5005001,9057006} => {5005003}",2.19453341725761e-05,0.758620689655172,2198.00697628065,22
"{1081090,8015011,9052001} => {14086100}",1.19701822759506e-05,1,2097.26150627615,12
"{8015011,9052001,9057006} => {14086100}",1.19701822759506e-05,1,2097.26150627615,12
"{1081090,8015011,9052001,14070004} => {14086100}",1.19701822759506e-05,1,2097.26150627615,12
"{8015011,9052001,9057006,14070004} => {14086100}",1.19701822759506e-05,1,2097.26150627615,12
"{1081090,8015011,9052001,9057006} => {14086100}",1.19701822759506e-05,1,2097.26150627615,12
"{1081090,8015011,9052001,9057006,14070004} => {14086100}",1.19701822759506e-05,1,2097.26150627615,12
"{8015011,9052001,14070004} => {14086100}",2.09478189829136e-05,0.954545454545455,2001.93143780905,21
"{1081008,14086100} => {1081005}",1.29676974656132e-05,1,1985.13069306931,13
"{1081008,14070004} => {1081005}",1.59602430346008e-05,1,1985.13069306931,16
"{1081008,8015011} => {1081005}",1.59602430346008e-05,1,1985.13069306931,16
"{1081008,14070004,14086100} => {1081005}",1.29676974656132e-05,1,1985.13069306931,13
"{1081008,8015011,14086100} => {1081005}",1.29676974656132e-05,1,1985.13069306931,13
"{1081008,8015011,14070004} => {1081005}",1.49627278449383e-05,1,1985.13069306931,15
"{1081008,8015011,14070004,14086100} => {1081005}",1.29676974656132e-05,1,1985.13069306931,13
"{7014005,8015011,14070004} => {14086100}",1.29676974656132e-05,0.928571428571429,1947.45711297071,13
"{8015011,9052001,14029003} => {14086100}",1.09726670862881e-05,0.916666666666667,1922.48971408647,11
"{8015011,9052001,14029004} => {14086100}",1.09726670862881e-05,0.916666666666667,1922.48971408647,11
"{1081004,7014005,8015011,14070004} => {14086100}",1.09726670862881e-05,0.916666666666667,1922.48971408647,11
"{8015011,9052001,14029003,14070004} => {14086100}",1.09726670862881e-05,0.916666666666667,1922.48971408647,11
"{8015011,9052001,14029004,14070004} => {14086100}",1.09726670862881e-05,0.916666666666667,1922.48971408647,11
"{8015011,9052001} => {14086100}",2.09478189829136e-05,0.91304347826087,1914.89094051301,21
"{1081080,8015011,14070004} => {14086100}",2.19453341725761e-05,0.88,1845.59012552301,22
"{8015011,14029003,14029008,14070004} => {14086100}",1.39652126552757e-05,0.875,1835.10381799163,14
"{7014005,14070004} => {14086100}",1.29676974656132e-05,0.866666666666667,1817.62663877266,13
"{1081008,8015011,14070004} => {14086100}",1.29676974656132e-05,0.866666666666667,1817.62663877266,13
"{1081005,1081008,8015011,14070004} => {14086100}",1.29676974656132e-05,0.866666666666667,1817.62663877266,13
"{8015011,14029004,14029008,14070004} => {14086100}",1.29676974656132e-05,0.866666666666667,1817.62663877266,13
"{8015011,14029003,14029004,14029008,14070004} => {14086100}",1.29676974656132e-05,0.866666666666667,1817.62663877266,13
"{1081090,8015011,14029003,14029008,14070004} => {14086100}",1.29676974656132e-05,0.866666666666667,1817.62663877266,13
"{8015011,9057006,14029003,14029008,14070004} => {14086100}",1.29676974656132e-05,0.866666666666667,1817.62663877266,13
"{1081090,8015011,14029004,14029008,14070004} => {14086100}",1.29676974656132e-05,0.866666666666667,1817.62663877266,13
"{8015011,9057006,14029004,14029008,14070004} => {14086100}",1.29676974656132e-05,0.866666666666667,1817.62663877266,13
"{1081090,8015011,14029003,14029004,14029008,14070004} => {14086100}",1.29676974656132e-05,0.866666666666667,1817.62663877266,13
"{8015011,9057006,14029003,14029004,14029008,14070004} => {14086100}",1.29676974656132e-05,0.866666666666667,1817.62663877266,13
"{1081090,8015011,9057006,14029003,14029008,14070004} => {14086100}",1.29676974656132e-05,0.866666666666667,1817.62663877266,13
"{1081090,8015011,9057006,14029004,14029008,14070004} => {14086100}",1.29676974656132e-05,0.866666666666667,1817.62663877266,13
"{1081090,8015011,9057006,14029003,14029004,14029008,14070004} => {14086100}",1.29676974656132e-05,0.866666666666667,1817.62663877266,13
"{8015011,14070004,23067025} => {14086100}",1.69577582242634e-05,0.85,1782.67228033473,17
"{1081004,7014005,14070004} => {14086100}",1.09726670862881e-05,0.846153846153846,1774.60588992597,11
"{1081004,7014005,8015011} => {14086100}",1.09726670862881e-05,0.846153846153846,1774.60588992597,11
"{1081090,9052001,14029004,14070004} => {14086100}",1.09726670862881e-05,0.846153846153846,1774.60588992597,11
"{1081090,9052001,9057006,14029004,14070004} => {14086100}",1.09726670862881e-05,0.846153846153846,1774.60588992597,11
"{1081018,8015011,14070004} => {14086100}",1.59602430346008e-05,0.842105263157895,1766.1149526536,16
"{1081005,8015011,14070004} => {14086100}",1.49627278449383e-05,0.833333333333333,1747.71792189679,15
"{8015011,9057006,14070004,23067025} => {14086100}",1.49627278449383e-05,0.833333333333333,1747.71792189679,15
"{8015011,14029008,14070004} => {14086100}",2.8927940500214e-05,0.828571428571429,1737.7309623431,29
"{8015011,14070020} => {14086100}",2.39403645519012e-05,0.827586206896552,1735.66469484923,24
"{8015011,14070004,14070020} => {14086100}",2.39403645519012e-05,0.827586206896552,1735.66469484923,24
"{8015011,14029003,14029008} => {14086100}",1.39652126552757e-05,0.823529411764706,1727.15653458036,14
"{1081090,8015011,14070004,23067025} => {14086100}",1.39652126552757e-05,0.823529411764706,1727.15653458036,14
"{1081090,8015011,9057006,14070004,23067025} => {14086100}",1.39652126552757e-05,0.823529411764706,1727.15653458036,14
"{1081080,8015011} => {14086100}",2.29428493622387e-05,0.821428571428571,1722.75052301255,23
"{1081008,14070004} => {14086100}",1.29676974656132e-05,0.8125,1704.02497384937,13
"{1081008,8015011} => {14086100}",1.29676974656132e-05,0.8125,1704.02497384937,13
"{1081005,1081008,14070004} => {14086100}",1.29676974656132e-05,0.8125,1704.02497384937,13
"{1081005,1081008,8015011} => {14086100}",1.29676974656132e-05,0.8125,1704.02497384937,13
"{1081090,9052001,14070004} => {14086100}",1.29676974656132e-05,0.8125,1704.02497384937,13
"{1081090,9052001,9057006,14070004} => {14086100}",1.29676974656132e-05,0.8125,1704.02497384937,13
"{8015011,9057006,14029008,14070004} => {14086100}",2.59353949312263e-05,0.8125,1704.02497384937,26
"{8015011,14029003,14029004,14029008} => {14086100}",1.29676974656132e-05,0.8125,1704.02497384937,13
"{1081090,8015011,14029003,14029008} => {14086100}",1.29676974656132e-05,0.8125,1704.02497384937,13
"{8015011,9057006,14029003,14029008} => {14086100}",1.29676974656132e-05,0.8125,1704.02497384937,13
"{1081090,8015011,14029003,14029004,14029008} => {14086100}",1.29676974656132e-05,0.8125,1704.02497384937,13
"{8015011,9057006,14029003,14029004,14029008} => {14086100}",1.29676974656132e-05,0.8125,1704.02497384937,13
"{1081090,8015011,9057006,14029003,14029008} => {14086100}",1.29676974656132e-05,0.8125,1704.02497384937,13
"{1081090,8015011,9057006,14029003,14029004,14029008} => {14086100}",1.29676974656132e-05,0.8125,1704.02497384937,13
"{8015011,14029003,14070004} => {14086100}",4.98757594831275e-05,0.806451612903226,1691.33992441625,50
"{8015011,14029003,14029004,14070004} => {14086100}",4.8878244293465e-05,0.80327868852459,1684.68547225461,49
"{8015011,14070004} => {14086100}",0.000397011045485695,0.799196787148594,1676.12465762632,398
"{8015011,14029004,14070004} => {14086100}",5.08732746727901e-05,0.796875,1671.25526281381,51
"{1081004,8015011,14070004} => {14086100}",2.29428493622387e-05,0.793103448275862,1663.34533256384,23
"{1081090,8015011,14029008,14070004} => {14086100}",2.29428493622387e-05,0.793103448275862,1663.34533256384,23
"{1081090,8015011,9057006,14029008,14070004} => {14086100}",2.29428493622387e-05,0.793103448275862,1663.34533256384,23
"{1081005,14070004} => {14086100}",1.49627278449383e-05,0.789473684210526,1655.73276811275,15
"{9052001,9057006,14029004,14070004} => {14086100}",1.09726670862881e-05,0.785714285714286,1647.84832635983,11
"{1081090,14070004,23067025} => {14086100}",1.39652126552757e-05,0.777777777777778,1631.20339377034,14
"{1081090,9057006,14070004,23067025} => {14086100}",1.39652126552757e-05,0.777777777777778,1631.20339377034,14
"{1081090,8015011,14070004} => {14086100}",0.000121696853138831,0.777070063694268,1629.71913226554,122
"{8015011,9057006,14070004} => {14086100}",0.000122694368328494,0.773584905660377,1622.40984447778,123
"{1081090,8015011,9057006,14070004} => {14086100}",0.000118704307569844,0.772727272727273,1620.61116394066,119
"{7014005,8015011} => {14086100}",1.29676974656132e-05,0.764705882352941,1603.78821068176,13
"{9052001,9057006,14070004} => {14086100}",1.29676974656132e-05,0.764705882352941,1603.78821068176,13
"{8015011,14029004,14029008} => {14086100}",1.29676974656132e-05,0.764705882352941,1603.78821068176,13
"{1081090,8015011,14029004,14029008} => {14086100}",1.29676974656132e-05,0.764705882352941,1603.78821068176,13
"{8015011,9057006,14029004,14029008} => {14086100}",1.29676974656132e-05,0.764705882352941,1603.78821068176,13
"{1081090,8015011,9057006,14029004,14029008} => {14086100}",1.29676974656132e-05,0.764705882352941,1603.78821068176,13
"{1081090,8015011,14029003,14070004} => {14086100}",3.49130316381893e-05,0.760869565217391,1595.74245042751,35
"{8015011,9057006,14029003,14070004} => {14086100}",3.49130316381893e-05,0.760869565217391,1595.74245042751,35
"{1081090,8015011,14029003,14029004,14070004} => {14086100}",3.49130316381893e-05,0.760869565217391,1595.74245042751,35
"{8015011,9057006,14029003,14029004,14070004} => {14086100}",3.49130316381893e-05,0.760869565217391,1595.74245042751,35
"{1081090,8015011,9057006,14029003,14070004} => {14086100}",3.49130316381893e-05,0.760869565217391,1595.74245042751,35
"{1081090,8015011,9057006,14029003,14029004,14070004} => {14086100}",3.49130316381893e-05,0.760869565217391,1595.74245042751,35
"{8015011,14029003} => {14086100}",4.98757594831275e-05,0.757575757575758,1588.83447445163,50
"{1081090,8015011,14029004,14070004} => {14086100}",3.69080620175144e-05,0.755102040816326,1583.64644351464,37
"{8015011,9057006,14029004,14070004} => {14086100}",3.69080620175144e-05,0.755102040816326,1583.64644351464,37
"{1081090,8015011,9057006,14029004,14070004} => {14086100}",3.69080620175144e-05,0.755102040816326,1583.64644351464,37
"{8015011,14029003,14029004} => {14086100}",4.8878244293465e-05,0.753846153846154,1581.01252011587,49
"{9057006,14070004,23067025} => {14086100}",1.49627278449383e-05,0.75,1572.94612970711,15
"{1081006,1081090,5005001,5005003} => {5003005}",1.29676974656132e-05,1,1523.54255319149,13
"{1081006,5005001,5005003,9057006} => {5003005}",1.19701822759506e-05,1,1523.54255319149,12
"{1081006,1081090,5005001,5005003,9057006} => {5003005}",1.19701822759506e-05,1,1523.54255319149,12
"{1081090,5005001,5005003} => {5003005}",2.29428493622387e-05,0.92,1401.65914893617,23
"{5005001,5005003,9057006} => {5003005}",2.19453341725761e-05,0.916666666666667,1396.58067375887,22
"{1081090,5005001,5005003,9057006} => {5003005}",2.19453341725761e-05,0.916666666666667,1396.58067375887,22
"{14070020,14086100} => {14070004}",2.49378797415638e-05,1,1384.65607734807,25
"{8015011,14070020} => {14070004}",2.8927940500214e-05,1,1384.65607734807,29
"{1081008,14086100} => {14070004}",1.29676974656132e-05,1,1384.65607734807,13
"{7014005,14086100} => {14070004}",1.29676974656132e-05,1,1384.65607734807,13
"{1081005,14086100} => {14070004}",1.49627278449383e-05,1,1384.65607734807,15
"{8015011,14070020,14086100} => {14070004}",2.39403645519012e-05,1,1384.65607734807,24
"{1081005,1081008,14086100} => {14070004}",1.29676974656132e-05,1,1384.65607734807,13
"{1081008,8015011,14086100} => {14070004}",1.29676974656132e-05,1,1384.65607734807,13
"{7014005,8015011,14086100} => {14070004}",1.29676974656132e-05,1,1384.65607734807,13
"{1081004,7014005,14086100} => {14070004}",1.09726670862881e-05,1,1384.65607734807,11
"{8015011,9052001,14086100} => {14070004}",2.09478189829136e-05,1,1384.65607734807,21
"{1081090,9052001,14086100} => {14070004}",1.29676974656132e-05,1,1384.65607734807,13
"{9052001,9057006,14086100} => {14070004}",1.29676974656132e-05,1,1384.65607734807,13
"{8015011,9052001,14029003} => {14070004}",1.19701822759506e-05,1,1384.65607734807,12
"{8015011,9052001,14029004} => {14070004}",1.19701822759506e-05,1,1384.65607734807,12
"{1081090,8015011,9052001} => {14070004}",1.19701822759506e-05,1,1384.65607734807,12
"{8015011,9052001,9057006} => {14070004}",1.19701822759506e-05,1,1384.65607734807,12
"{1081005,8015011,14086100} => {14070004}",1.49627278449383e-05,1,1384.65607734807,15
"{8015011,14029003,14086100} => {14070004}",4.98757594831275e-05,1,1384.65607734807,50
"{8015011,8037155,14086100} => {14070004}",1.09726670862881e-05,1,1384.65607734807,11
"{8015011,14029004,14086100} => {14070004}",5.08732746727901e-05,1,1384.65607734807,51
"{1081018,8015011,14086100} => {14070004}",1.59602430346008e-05,1,1384.65607734807,16
"{1081004,8015011,14086100} => {14070004}",2.29428493622387e-05,1,1384.65607734807,23
"{8015011,14029008,14086100} => {14070004}",2.8927940500214e-05,1,1384.65607734807,29
"{1081005,1081008,8015011,14086100} => {14070004}",1.29676974656132e-05,1,1384.65607734807,13
"{1081004,7014005,8015011,14086100} => {14070004}",1.09726670862881e-05,1,1384.65607734807,11
"{8015011,9052001,14029003,14086100} => {14070004}",1.09726670862881e-05,1,1384.65607734807,11
"{8015011,9052001,14029004,14086100} => {14070004}",1.09726670862881e-05,1,1384.65607734807,11
"{1081090,8015011,9052001,14086100} => {14070004}",1.19701822759506e-05,1,1384.65607734807,12
"{8015011,9052001,9057006,14086100} => {14070004}",1.19701822759506e-05,1,1384.65607734807,12
"{1081090,9052001,14029004,14086100} => {14070004}",1.09726670862881e-05,1,1384.65607734807,11
"{9052001,9057006,14029004,14086100} => {14070004}",1.09726670862881e-05,1,1384.65607734807,11
"{1081090,9052001,9057006,14086100} => {14070004}",1.29676974656132e-05,1,1384.65607734807,13
"{8015011,9052001,14029003,14029004} => {14070004}",1.09726670862881e-05,1,1384.65607734807,11
"{1081090,8015011,9052001,9057006} => {14070004}",1.19701822759506e-05,1,1384.65607734807,12
"{8015011,14029003,14029004,14086100} => {14070004}",4.8878244293465e-05,1,1384.65607734807,49
"{8015011,14029003,14029008,14086100} => {14070004}",1.39652126552757e-05,1,1384.65607734807,14
"{1081090,8015011,14029003,14086100} => {14070004}",3.49130316381893e-05,1,1384.65607734807,35
"{8015011,9057006,14029003,14086100} => {14070004}",3.49130316381893e-05,1,1384.65607734807,35
"{8015011,14029004,14029008,14086100} => {14070004}",1.29676974656132e-05,1,1384.65607734807,13
"{1081090,8015011,14029004,14086100} => {14070004}",3.69080620175144e-05,1,1384.65607734807,37
"{8015011,9057006,14029004,14086100} => {14070004}",3.69080620175144e-05,1,1384.65607734807,37
"{1081090,8015011,14029008,14086100} => {14070004}",2.29428493622387e-05,1,1384.65607734807,23
"{8015011,9057006,14029008,14086100} => {14070004}",2.59353949312263e-05,1,1384.65607734807,26
"{1081090,8015011,9052001,9057006,14086100} => {14070004}",1.19701822759506e-05,1,1384.65607734807,12
"{1081090,9052001,9057006,14029004,14086100} => {14070004}",1.09726670862881e-05,1,1384.65607734807,11
"{8015011,14029003,14029004,14029008,14086100} => {14070004}",1.29676974656132e-05,1,1384.65607734807,13
"{1081090,8015011,14029003,14029004,14086100} => {14070004}",3.49130316381893e-05,1,1384.65607734807,35
"{8015011,9057006,14029003,14029004,14086100} => {14070004}",3.49130316381893e-05,1,1384.65607734807,35
"{1081090,8015011,14029003,14029008,14086100} => {14070004}",1.29676974656132e-05,1,1384.65607734807,13
"{8015011,9057006,14029003,14029008,14086100} => {14070004}",1.29676974656132e-05,1,1384.65607734807,13
"{1081090,8015011,9057006,14029003,14086100} => {14070004}",3.49130316381893e-05,1,1384.65607734807,35
"{1081090,8015011,14029004,14029008,14086100} => {14070004}",1.29676974656132e-05,1,1384.65607734807,13
"{8015011,9057006,14029004,14029008,14086100} => {14070004}",1.29676974656132e-05,1,1384.65607734807,13
"{1081090,8015011,9057006,14029004,14086100} => {14070004}",3.69080620175144e-05,1,1384.65607734807,37
"{1081090,8015011,9057006,14029008,14086100} => {14070004}",2.29428493622387e-05,1,1384.65607734807,23
"{1081090,8015011,14029003,14029004,14029008,14086100} => {14070004}",1.29676974656132e-05,1,1384.65607734807,13
"{8015011,9057006,14029003,14029004,14029008,14086100} => {14070004}",1.29676974656132e-05,1,1384.65607734807,13
"{1081090,8015011,9057006,14029003,14029004,14086100} => {14070004}",3.49130316381893e-05,1,1384.65607734807,35
"{1081090,8015011,9057006,14029003,14029008,14086100} => {14070004}",1.29676974656132e-05,1,1384.65607734807,13
"{1081090,8015011,9057006,14029004,14029008,14086100} => {14070004}",1.29676974656132e-05,1,1384.65607734807,13
"{1081090,8015011,9057006,14029003,14029004,14029008,14086100} => {14070004}",1.29676974656132e-05,1,1384.65607734807,13
"{8015011,14086100} => {14070004}",0.000397011045485695,0.992518703241895,1374.29705432551,398
"{8015011,9057006,14086100} => {14070004}",0.000122694368328494,0.991935483870968,1373.48949607913,123
"{1081090,8015011,14086100} => {14070004}",0.000121696853138831,0.991869918699187,1373.39871086556,122
"{1081090,8015011,9057006,14086100} => {14070004}",0.000118704307569844,0.991666666666667,1373.1172767035,119
"{8015011,9052001} => {14070004}",2.19453341725761e-05,0.956521739130435,1324.4536392025,22
"{1081080,8015011,14086100} => {14070004}",2.19453341725761e-05,0.956521739130435,1324.4536392025,22
"{8015011,14086100,23067025} => {14070004}",1.69577582242634e-05,0.944444444444444,1307.73073971762,17
"{8015011,14029003,14029008} => {14070004}",1.59602430346008e-05,0.941176470588235,1303.205719857,16
"{8015011,14029003} => {14070004}",6.18459417590781e-05,0.939393939393939,1300.73752720576,62
"{8015011,14029003,14029004} => {14070004}",6.08484265694156e-05,0.938461538461538,1299.44647258819,61
"{1081008,8015011} => {14070004}",1.49627278449383e-05,0.9375,1298.11507251381,15
"{1081005,1081008,8015011} => {14070004}",1.49627278449383e-05,0.9375,1298.11507251381,15
"{8015011,9057006,14086100,23067025} => {14070004}",1.49627278449383e-05,0.9375,1298.11507251381,15
"{8015011,14029003,14029004,14029008} => {14070004}",1.49627278449383e-05,0.9375,1298.11507251381,15
"{1081090,8015011,14029003,14029008} => {14070004}",1.49627278449383e-05,0.9375,1298.11507251381,15
"{8015011,9057006,14029003,14029008} => {14070004}",1.49627278449383e-05,0.9375,1298.11507251381,15
"{1081090,8015011,14029003,14029004,14029008} => {14070004}",1.49627278449383e-05,0.9375,1298.11507251381,15
"{8015011,9057006,14029003,14029004,14029008} => {14070004}",1.49627278449383e-05,0.9375,1298.11507251381,15
"{1081090,8015011,9057006,14029003,14029008} => {14070004}",1.49627278449383e-05,0.9375,1298.11507251381,15
"{1081090,8015011,9057006,14029003,14029004,14029008} => {14070004}",1.49627278449383e-05,0.9375,1298.11507251381,15
"{1081090,8015011,14086100,23067025} => {14070004}",1.39652126552757e-05,0.933333333333333,1292.34567219153,14
"{1081090,8015011,9057006,14086100,23067025} => {14070004}",1.39652126552757e-05,0.933333333333333,1292.34567219153,14
"{5005001,5005003,5062001} => {5003005}",1.09726670862881e-05,0.846153846153846,1289.15139116203,11
"{1081090,14029003,14086100} => {14070004}",3.89030923968395e-05,0.928571428571429,1285.7520718232,39
"{9057006,14029003,14086100} => {14070004}",3.89030923968395e-05,0.928571428571429,1285.7520718232,39
"{1081090,14029003,14029004,14086100} => {14070004}",3.89030923968395e-05,0.928571428571429,1285.7520718232,39
"{9057006,14029003,14029004,14086100} => {14070004}",3.89030923968395e-05,0.928571428571429,1285.7520718232,39
"{1081090,9057006,14029003,14086100} => {14070004}",3.89030923968395e-05,0.928571428571429,1285.7520718232,39
"{1081090,9057006,14029003,14029004,14086100} => {14070004}",3.89030923968395e-05,0.928571428571429,1285.7520718232,39
"{1081004,14086100} => {14070004}",2.39403645519012e-05,0.923076923076923,1278.14407139822,24
"{1081004,7014005,8015011} => {14070004}",1.19701822759506e-05,0.923076923076923,1278.14407139822,12
"{9052001,14029003,14086100} => {14070004}",1.19701822759506e-05,0.923076923076923,1278.14407139822,12
"{9052001,14029004,14086100} => {14070004}",1.19701822759506e-05,0.923076923076923,1278.14407139822,12
"{1081090,8015011,14029003} => {14070004}",4.58856987244773e-05,0.92,1273.88359116022,46
"{8015011,9057006,14029003} => {14070004}",4.58856987244773e-05,0.92,1273.88359116022,46
"{1081090,8015011,14029003,14029004} => {14070004}",4.58856987244773e-05,0.92,1273.88359116022,46
"{8015011,9057006,14029003,14029004} => {14070004}",4.58856987244773e-05,0.92,1273.88359116022,46
"{1081090,8015011,9057006,14029003} => {14070004}",4.58856987244773e-05,0.92,1273.88359116022,46
"{1081090,8015011,9057006,14029003,14029004} => {14070004}",4.58856987244773e-05,0.92,1273.88359116022,46
"{1081006,1081090,5005001} => {5003005}",1.49627278449383e-05,0.833333333333333,1269.61879432624,15
"{9052001,14086100} => {14070004}",2.19453341725761e-05,0.916666666666667,1269.26807090239,22
"{14029003,14086100} => {14070004}",5.48633354314403e-05,0.916666666666667,1269.26807090239,55
